Orthogroup	apple_prot	fruticosa_prot	peach_prot	subA___prot	subA_prot	subB_prot	sweet_cherry_prot	Total
OG0012861	2	3	1	1	1	0	1	9
OG0012862	2	2	1	1	1	1	1	9
OG0012863	1	3	1	1	1	1	1	9
OG0012864	1	3	1	1	1	1	1	9
OG0012865	2	2	1	1	1	1	1	9
OG0012866	1	3	1	1	1	0	2	9
OG0012867	2	2	1	1	1	1	1	9
OG0012868	2	2	1	1	1	1	1	9
OG0012869	1	3	1	1	1	1	1	9
OG0012870	1	3	1	1	1	1	1	9
OG0012871	2	2	1	1	1	1	1	9
OG0012872	2	2	1	1	1	1	1	9
OG0012873	2	2	1	1	1	1	1	9
OG0012874	2	2	1	1	1	1	1	9
OG0012875	2	1	1	1	1	2	1	9
OG0012876	1	3	1	1	1	1	1	9
OG0012877	2	2	1	1	1	1	1	9
OG0012878	2	3	1	1	1	0	1	9
OG0012879	2	2	1	1	1	0	2	9
OG0012880	2	2	1	1	1	1	1	9
OG0012881	1	4	1	1	0	1	1	9
OG0012882	2	2	1	1	1	1	1	9
OG0012883	1	3	1	1	1	1	1	9
OG0012884	2	2	1	1	1	1	1	9
OG0012885	2	2	1	1	1	1	1	9
OG0012886	2	4	1	1	0	1	0	9
OG0012887	1	3	1	1	1	1	1	9
OG0012888	2	2	1	1	1	1	1	9
OG0012889	2	2	1	1	1	1	1	9
OG0012890	2	3	1	1	1	1	0	9
OG0012891	1	3	1	1	1	1	1	9
OG0012892	1	3	1	1	1	1	1	9
OG0012893	2	2	1	1	1	1	1	9
OG0012894	1	3	1	1	1	1	1	9
OG0012895	3	2	1	1	1	0	1	9
OG0012896	3	1	1	1	1	1	1	9
OG0012897	1	3	1	1	1	1	1	9
OG0012898	2	1	1	1	0	2	2	9
OG0012899	1	3	1	1	1	1	1	9
OG0012900	2	2	1	1	1	1	1	9
OG0012901	2	2	1	1	1	1	1	9
OG0012902	2	3	1	1	1	1	0	9
OG0012903	2	3	1	1	1	1	0	9
OG0012904	1	3	1	1	1	1	1	9
OG0012905	1	3	1	1	1	1	1	9
OG0012906	2	2	1	1	1	1	1	9
OG0012907	2	2	1	1	1	1	1	9
OG0012908	1	3	1	1	1	1	1	9
OG0012909	2	3	1	1	1	0	1	9
OG0012910	2	2	1	1	1	1	1	9
OG0012911	2	2	1	1	2	0	1	9
OG0012912	2	3	1	0	1	1	1	9
OG0012913	1	2	1	1	2	1	1	9
OG0012914	1	3	1	1	1	1	1	9
OG0012915	2	2	1	1	1	1	1	9
OG0012916	2	2	1	1	1	1	1	9
OG0012917	2	2	1	1	1	1	1	9
OG0012918	1	3	1	1	1	1	1	9
OG0012919	2	2	1	1	1	1	1	9
OG0012920	1	3	1	1	1	1	1	9
OG0012921	1	4	1	1	1	0	1	9
OG0012922	1	3	1	1	1	1	1	9
OG0012923	1	4	1	1	1	0	1	9
OG0012924	1	3	1	1	1	1	1	9
OG0012925	1	3	1	1	1	1	1	9
OG0012926	2	2	1	1	1	1	1	9
OG0012927	2	3	1	1	1	0	1	9
OG0012928	1	1	1	1	1	2	2	9
OG0012929	1	3	1	1	1	1	1	9
OG0012930	2	2	1	1	1	1	1	9
OG0012931	1	3	1	1	1	1	1	9
OG0012932	1	3	1	1	1	1	1	9
OG0012933	2	3	1	1	1	0	1	9
OG0012934	2	2	1	1	1	1	1	9
OG0012935	1	3	1	1	1	1	1	9
OG0012936	2	2	1	1	1	1	1	9
OG0012937	2	2	1	1	1	1	1	9
OG0012938	2	2	1	1	1	1	1	9
OG0012939	1	3	1	1	1	1	1	9
OG0012940	2	2	1	1	1	1	1	9
OG0012941	2	2	1	1	1	1	1	9
OG0012942	1	3	0	1	1	1	2	9
OG0012943	2	2	1	1	1	1	1	9
OG0012944	1	2	1	1	1	2	1	9
OG0012945	2	2	1	1	1	1	1	9
OG0012946	1	4	1	1	1	1	0	9
OG0012947	2	3	1	1	1	1	0	9
OG0012948	1	2	2	1	1	1	1	9
OG0012949	2	3	1	1	1	1	0	9
OG0012950	1	3	1	1	1	1	1	9
OG0012951	2	2	1	1	1	1	1	9
OG0012952	1	3	1	1	1	1	1	9
OG0012953	1	3	1	1	1	1	1	9
OG0012954	2	2	1	1	1	1	1	9
OG0012955	1	3	1	1	1	1	1	9
OG0012956	1	3	1	1	1	1	1	9
OG0012957	2	2	1	1	1	1	1	9
OG0012958	1	3	1	1	1	1	1	9
OG0012959	2	2	1	1	1	1	1	9
OG0012960	1	3	1	1	1	1	1	9
OG0012961	2	2	1	1	1	1	1	9
OG0012962	1	2	1	1	1	2	1	9
OG0012963	2	2	1	1	1	1	1	9
OG0012964	1	3	1	1	1	1	1	9
OG0012965	1	3	1	1	1	1	1	9
OG0012966	1	3	1	1	1	1	1	9
OG0012967	2	2	1	1	1	1	1	9
OG0012968	2	2	1	1	1	1	1	9
OG0012969	2	2	1	1	1	1	1	9
OG0012970	2	2	1	1	1	1	1	9
OG0012971	1	3	1	1	1	1	1	9
OG0012972	2	2	1	1	1	1	1	9
OG0012973	1	3	1	1	1	1	1	9
OG0012974	2	2	1	1	1	1	1	9
OG0012975	1	4	1	1	1	0	1	9
OG0012976	1	4	1	1	0	1	1	9
OG0012977	2	1	1	1	1	1	2	9
OG0012978	2	2	1	1	1	1	1	9
OG0012979	2	3	1	1	1	1	0	9
OG0012980	2	3	1	0	1	1	1	9
OG0012981	2	3	0	1	1	1	1	9
OG0012982	1	2	2	1	1	1	1	9
OG0012983	2	2	1	1	1	1	1	9
OG0012984	1	3	1	1	1	1	1	9
OG0012985	2	2	1	1	1	1	1	9
OG0012986	1	3	1	1	1	1	1	9
OG0012987	2	2	1	1	1	1	1	9
OG0012988	1	3	1	1	1	1	1	9
OG0012989	1	3	1	1	1	1	1	9
OG0012990	2	3	1	1	1	0	1	9
OG0012991	2	2	1	1	0	2	1	9
OG0012992	2	2	1	1	1	1	1	9
OG0012993	1	4	1	1	1	0	1	9
OG0012994	2	2	1	1	1	1	1	9
OG0012995	2	2	1	1	1	1	1	9
OG0012996	1	3	1	1	1	1	1	9
OG0012997	1	3	1	1	1	1	1	9
OG0012998	2	3	1	1	1	0	1	9
OG0012999	2	2	1	1	1	1	1	9
OG0013000	1	3	1	1	1	1	1	9
OG0013001	2	2	1	1	1	1	1	9
OG0013002	2	2	1	1	1	1	1	9
OG0013003	1	3	1	1	1	1	1	9
OG0013004	2	2	1	1	1	1	1	9
OG0013005	1	3	1	1	1	1	1	9
OG0013006	1	3	1	1	1	1	1	9
OG0013007	2	2	1	1	1	1	1	9
OG0013008	2	4	1	1	1	0	0	9
OG0013009	1	3	1	1	1	1	1	9
OG0013010	2	2	1	1	1	1	1	9
OG0013011	2	3	1	1	1	1	0	9
OG0013012	2	2	1	1	1	1	1	9
OG0013013	1	3	1	1	1	1	1	9
OG0013014	1	3	1	1	1	1	1	9
OG0013015	2	2	1	1	1	1	1	9
OG0013016	1	3	1	1	1	1	1	9
OG0013017	2	2	1	1	1	0	2	9
OG0013018	1	4	1	1	0	1	1	9
OG0013019	2	4	1	1	1	0	0	9
OG0013020	2	2	1	1	1	1	1	9
OG0013021	1	3	1	1	1	1	1	9
OG0013022	2	4	1	1	1	0	0	9
OG0013023	2	2	1	1	1	1	1	9
OG0013024	1	4	1	1	0	1	1	9
OG0013025	1	3	1	1	1	1	1	9
OG0013026	2	3	1	1	1	1	0	9
OG0013027	2	2	1	1	1	1	1	9
OG0013028	1	3	1	1	1	1	1	9
OG0013029	1	4	1	1	1	1	0	9
OG0013030	2	3	1	0	1	1	1	9
OG0013031	1	3	1	1	1	1	1	9
OG0013032	2	2	1	1	1	1	1	9
OG0013033	2	2	1	1	1	1	1	9
OG0013034	2	2	1	1	1	1	1	9
OG0013035	1	2	1	1	1	1	2	9
OG0013036	1	3	1	1	1	1	1	9
OG0013037	2	2	1	1	1	1	1	9
OG0013038	1	3	1	1	1	1	1	9
OG0013039	1	3	1	1	1	1	1	9
OG0013040	2	2	1	1	1	0	2	9
OG0013041	2	2	1	1	1	1	1	9
OG0013042	2	4	1	1	0	0	1	9
OG0013043	1	4	1	1	1	0	1	9
OG0013044	2	3	1	1	0	1	1	9
OG0013045	1	3	1	1	1	1	1	9
OG0013046	2	2	1	1	1	1	1	9
OG0013047	1	3	1	1	1	1	1	9
OG0013048	1	3	1	1	1	1	1	9
OG0013049	1	3	1	1	1	1	1	9
OG0013050	2	3	1	1	1	1	0	9
OG0013051	2	2	1	1	1	1	1	9
OG0013052	1	3	1	1	1	1	1	9
OG0013053	1	4	1	1	1	1	0	9
OG0013054	2	2	1	1	1	1	1	9
OG0013055	2	3	1	1	0	1	1	9
OG0013056	1	3	1	1	1	1	1	9
OG0013057	1	4	1	1	1	1	0	9
OG0013058	1	3	1	1	1	1	1	9
OG0013059	2	3	1	1	0	1	1	9
OG0013060	1	3	1	1	1	1	1	9
OG0013061	1	2	1	1	1	2	1	9
OG0013062	1	3	1	1	1	1	1	9
OG0013063	1	3	1	1	1	1	1	9
OG0013064	2	2	1	1	1	1	1	9
OG0013065	2	2	1	1	1	1	1	9
OG0013066	1	2	1	1	1	1	2	9
OG0013067	1	3	1	1	1	1	1	9
OG0013068	1	4	1	0	1	1	1	9
OG0013069	2	2	1	1	1	1	1	9
OG0013070	1	3	1	1	1	1	1	9
OG0013071	2	1	1	1	1	1	2	9
OG0013072	1	3	1	1	1	1	1	9
OG0013073	1	3	1	1	1	1	1	9
OG0013074	3	1	1	1	1	1	1	9
OG0013075	1	3	1	1	1	1	1	9
OG0013076	1	2	1	1	0	2	2	9
OG0013077	1	3	1	1	1	0	2	9
OG0013078	1	3	1	1	1	1	1	9
OG0013079	1	3	1	1	1	1	1	9
OG0013080	2	2	1	1	1	1	1	9
OG0013081	2	2	1	1	1	1	1	9
OG0013082	2	2	1	1	1	1	1	9
OG0013083	1	3	1	1	1	1	1	9
OG0013084	1	3	1	1	1	1	1	9
OG0013085	1	3	1	1	1	1	1	9
OG0013086	2	2	1	1	1	1	1	9
OG0013087	2	2	1	1	1	1	1	9
OG0013088	1	3	1	1	1	1	1	9
OG0013089	1	3	1	1	1	1	1	9
OG0013090	2	2	1	1	1	1	1	9
OG0013091	2	2	1	1	1	1	1	9
OG0013092	1	3	1	1	1	1	1	9
OG0013093	2	2	1	1	1	1	1	9
OG0013094	2	2	1	1	1	1	1	9
OG0013095	1	3	1	1	1	1	1	9
OG0013096	1	3	1	1	1	1	1	9
OG0013097	2	2	1	1	1	1	1	9
OG0013098	1	0	2	2	1	2	1	9
OG0013099	2	2	1	1	1	1	1	9
OG0013100	1	5	1	0	1	0	1	9
OG0013101	2	2	1	1	1	1	1	9
OG0013102	2	2	1	1	1	1	1	9
OG0013103	1	3	1	1	1	1	1	9
OG0013104	2	2	1	1	1	1	1	9
OG0013105	1	3	1	1	1	1	1	9
OG0013106	2	2	1	1	1	1	1	9
OG0013107	2	3	1	1	0	1	1	9
OG0013108	2	2	1	1	1	1	1	9
OG0013109	2	2	1	1	1	1	1	9
OG0013110	1	3	1	1	1	1	1	9
OG0013111	2	2	1	1	1	1	1	9
OG0013112	2	2	1	1	1	1	1	9
OG0013113	1	3	1	1	1	1	1	9
OG0013114	2	2	1	1	1	1	1	9
OG0013115	2	2	1	1	1	1	1	9
OG0013116	2	2	1	1	1	1	1	9
OG0013117	2	2	1	1	1	1	1	9
OG0013118	1	3	1	1	1	1	1	9
OG0013119	1	3	1	1	1	1	1	9
OG0013120	2	2	1	1	1	1	1	9
OG0013121	2	2	1	1	1	1	1	9
OG0013122	1	3	1	1	1	1	1	9
OG0013123	2	4	1	1	0	1	0	9
OG0013124	2	2	1	1	1	1	1	9
OG0013125	1	3	1	1	1	1	1	9
OG0013126	1	3	1	1	1	1	1	9
OG0013127	2	3	1	1	1	1	0	9
OG0013128	1	3	0	1	2	1	1	9
OG0013129	1	3	1	1	1	1	1	9
OG0013130	2	2	1	1	1	1	1	9
OG0013131	1	2	1	1	1	2	1	9
OG0013132	2	2	1	1	1	1	1	9
OG0013133	2	3	1	1	1	0	1	9
OG0013134	2	2	1	1	1	1	1	9
OG0013135	2	3	1	1	1	0	1	9
OG0013136	1	3	1	1	1	1	1	9
OG0013137	1	4	1	1	1	0	1	9
OG0013138	1	3	1	1	1	1	1	9
OG0013139	1	4	1	1	1	1	0	9
OG0013140	2	2	1	1	1	1	1	9
OG0013141	1	4	1	1	1	0	1	9
OG0013142	1	3	1	1	1	1	1	9
OG0013143	2	2	1	1	1	1	1	9
OG0013144	2	3	1	1	1	0	1	9
OG0013145	1	4	1	1	0	1	1	9
OG0013146	2	2	1	1	1	1	1	9
OG0013147	1	3	1	1	1	1	1	9
OG0013148	1	3	1	1	1	1	1	9
OG0013149	1	3	1	1	1	1	1	9
OG0013150	2	2	1	1	1	1	1	9
OG0013151	1	4	1	0	1	1	1	9
OG0013152	1	3	1	1	1	1	1	9
OG0013153	1	3	1	2	1	0	1	9
OG0013154	2	3	1	1	1	1	0	9
OG0013155	1	3	1	1	1	1	1	9
OG0013156	2	2	1	1	1	1	1	9
OG0013157	2	5	1	0	0	0	1	9
OG0013158	2	2	1	1	1	1	1	9
OG0013159	2	2	1	1	1	1	1	9
OG0013160	1	3	1	1	1	1	1	9
OG0013161	1	3	1	1	1	1	1	9
OG0013162	2	2	1	1	1	1	1	9
OG0013163	1	3	1	1	1	1	1	9
OG0013164	1	3	1	1	1	1	1	9
OG0013165	1	2	1	1	1	2	1	9
OG0013166	1	3	1	1	1	1	1	9
OG0013167	1	4	1	1	1	0	1	9
OG0013168	2	2	1	1	1	1	1	9
OG0013169	1	4	1	1	1	1	0	9
OG0013170	1	2	2	1	1	1	1	9
OG0013171	1	3	1	1	1	1	1	9
OG0013172	2	2	1	1	1	1	1	9
OG0013173	1	3	1	1	1	1	1	9
OG0013174	1	4	1	1	1	0	1	9
OG0013175	2	2	1	1	1	1	1	9
OG0013176	3	1	1	1	1	1	1	9
OG0013177	2	2	1	1	1	1	1	9
OG0013178	1	3	1	1	1	1	1	9
OG0013179	2	1	1	2	1	0	2	9
OG0013180	1	3	1	1	1	1	1	9
OG0013181	1	3	1	1	1	1	1	9
OG0013182	1	3	1	1	1	1	1	9
OG0013183	1	3	1	1	1	1	1	9
OG0013184	1	2	1	1	1	2	1	9
OG0013185	2	2	1	1	1	1	1	9
OG0013186	1	3	1	1	1	1	1	9
OG0013187	2	2	1	1	1	1	1	9
OG0013188	1	3	1	1	1	1	1	9
OG0013189	1	3	1	1	1	1	1	9
OG0013190	2	2	1	1	1	1	1	9
OG0013191	2	2	1	1	1	1	1	9
OG0013192	1	3	1	1	1	1	1	9
OG0013193	1	3	1	1	1	1	1	9
OG0013194	2	2	1	1	1	1	1	9
OG0013195	2	2	1	1	1	1	1	9
OG0013196	1	3	1	1	1	1	1	9
OG0013197	1	3	1	1	1	1	1	9
OG0013198	2	2	1	1	1	1	1	9
OG0013199	2	2	1	1	1	1	1	9
OG0013200	2	3	1	1	1	0	1	9
OG0013201	2	2	1	1	1	1	1	9
OG0013202	2	2	1	1	1	1	1	9
OG0013203	1	3	1	1	1	1	1	9
OG0013204	2	2	1	1	1	1	1	9
OG0013205	2	3	1	1	1	1	0	9
OG0013206	1	3	1	1	1	1	1	9
OG0013207	1	1	2	2	1	1	1	9
OG0013208	1	3	1	1	1	1	1	9
OG0013209	2	2	1	1	1	1	1	9
OG0013210	2	3	1	1	1	1	0	9
OG0013211	2	3	1	1	1	0	1	9
OG0013212	1	3	1	1	1	1	1	9
OG0013213	2	2	1	1	1	1	1	9
OG0013214	2	4	1	1	1	0	0	9
OG0013215	1	3	1	1	1	1	1	9
OG0013216	2	2	1	1	1	1	1	9
OG0013217	2	2	1	1	1	1	1	9
OG0013218	2	2	1	1	1	1	1	9
OG0013219	1	3	1	1	1	1	1	9
OG0013220	2	4	1	1	0	1	0	9
OG0013221	1	3	1	1	1	1	1	9
OG0013222	2	2	1	1	1	1	1	9
OG0013223	2	3	1	1	1	0	1	9
OG0013224	2	3	1	1	0	0	2	9
OG0013225	1	3	1	1	1	0	2	9
OG0013226	1	3	1	1	1	1	1	9
OG0013227	1	3	1	1	1	1	1	9
OG0013228	2	2	1	1	1	1	1	9
OG0013229	1	3	1	1	1	1	1	9
OG0013230	1	4	1	1	1	1	0	9
OG0013231	1	4	2	1	0	0	1	9
OG0013232	2	2	1	1	1	1	1	9
OG0013233	2	3	1	0	1	1	1	9
OG0013234	2	1	1	2	1	1	1	9
OG0013235	1	3	1	1	1	1	1	9
OG0013236	1	3	1	1	1	1	1	9
OG0013237	1	3	1	1	1	1	1	9
OG0013238	2	2	1	1	1	1	1	9
OG0013239	2	3	1	1	0	1	1	9
OG0013240	1	3	1	1	1	1	1	9
OG0013241	1	3	1	1	1	1	1	9
OG0013242	2	3	1	1	1	0	1	9
OG0013243	1	3	1	1	1	1	1	9
OG0013244	2	2	1	1	1	1	1	9
OG0013245	1	3	1	1	1	1	1	9
OG0013246	2	1	1	1	1	1	2	9
OG0013247	1	3	1	1	1	1	1	9
OG0013248	1	3	1	1	1	1	1	9
OG0013249	1	3	2	1	1	1	0	9
OG0013250	1	3	1	1	1	1	1	9
OG0013251	2	2	1	1	1	1	1	9
OG0013252	2	2	1	1	1	1	1	9
OG0013253	2	3	1	1	1	1	0	9
OG0013254	1	3	1	1	1	1	1	9
OG0013255	2	1	1	2	1	1	1	9
OG0013256	1	2	1	1	1	1	2	9
OG0013257	2	2	1	1	1	1	1	9
OG0013258	2	2	1	1	1	1	1	9
OG0013259	1	4	1	1	1	0	1	9
OG0013260	2	2	1	1	1	1	1	9
OG0013261	2	2	1	1	1	1	1	9
OG0013262	2	2	1	1	1	1	1	9
OG0013263	2	2	1	1	1	1	1	9
OG0013264	1	3	1	1	1	1	1	9
OG0013265	1	3	1	1	1	1	1	9
OG0013266	1	3	1	1	1	1	1	9
OG0013267	2	2	1	1	1	1	1	9
OG0013268	1	3	1	1	1	1	1	9
OG0013269	2	3	1	1	0	1	1	9
OG0013270	2	2	1	1	1	1	1	9
OG0013271	2	4	1	0	0	1	1	9
OG0013272	1	3	1	1	1	1	1	9
OG0013273	2	2	1	1	1	1	1	9
OG0013274	1	4	1	1	1	0	1	9
OG0013275	1	3	1	1	1	1	1	9
OG0013276	2	2	1	1	1	1	1	9
OG0013277	1	4	1	1	1	0	1	9
OG0013278	2	2	1	1	1	1	1	9
OG0013279	1	3	1	1	1	1	1	9
OG0013280	1	3	1	1	1	1	1	9
OG0013281	1	4	1	0	1	1	1	9
OG0013282	2	3	1	1	1	1	0	9
OG0013283	3	2	1	1	0	1	1	9
OG0013284	1	4	1	1	1	1	0	9
OG0013285	1	3	1	1	1	1	1	9
OG0013286	1	3	1	1	1	1	1	9
OG0013287	1	3	1	1	1	1	1	9
OG0013288	1	3	1	1	1	1	1	9
OG0013289	2	2	1	1	1	1	1	9
OG0013290	2	2	1	1	1	1	1	9
OG0013291	1	3	1	1	1	1	1	9
OG0013292	2	2	1	1	1	1	1	9
OG0013293	2	3	1	1	1	1	0	9
OG0013294	2	2	1	1	1	1	1	9
OG0013295	1	4	1	1	1	0	1	9
OG0013296	1	3	1	1	1	1	1	9
OG0013297	2	2	1	1	1	1	1	9
OG0013298	2	3	1	1	1	0	1	9
OG0013299	1	4	1	1	0	1	1	9
OG0013300	1	6	0	0	1	0	1	9
OG0013301	1	3	1	1	1	1	1	9
OG0013302	1	3	1	1	1	1	1	9
OG0013303	2	2	1	1	1	1	1	9
OG0013304	2	4	1	1	0	1	0	9
OG0013305	2	2	1	1	1	1	1	9
OG0013306	2	2	1	1	1	1	1	9
OG0013307	1	3	1	1	1	2	0	9
OG0013308	1	4	1	1	1	1	0	9
OG0013309	1	4	1	1	1	1	0	9
OG0013310	2	2	1	1	1	1	1	9
OG0013311	1	2	2	0	1	1	2	9
OG0013312	2	3	1	1	1	0	1	9
OG0013313	1	3	1	1	1	1	1	9
OG0013314	2	2	1	1	1	1	1	9
OG0013315	2	3	1	1	0	1	1	9
OG0013316	2	2	1	1	1	1	1	9
OG0013317	1	3	1	1	1	1	1	9
OG0013318	2	2	1	1	1	1	1	9
OG0013319	1	3	1	1	1	0	2	9
OG0013320	1	3	1	1	1	1	1	9
OG0013321	1	3	1	1	1	1	1	9
OG0013322	2	2	1	1	1	1	1	9
OG0013323	1	3	1	1	1	1	1	9
OG0013324	2	2	1	1	1	1	1	9
OG0013325	1	3	1	1	1	1	1	9
OG0013326	1	3	1	1	1	1	1	9
OG0013327	2	1	1	1	2	1	1	9
OG0013328	1	5	1	0	0	1	1	9
OG0013329	2	2	1	1	1	1	1	9
OG0013330	1	3	1	1	1	1	1	9
OG0013331	1	3	1	1	1	1	1	9
OG0013332	2	3	0	1	1	1	1	9
OG0013333	1	3	1	1	1	1	1	9
OG0013334	1	3	1	1	1	1	1	9
OG0013335	1	3	1	1	1	1	1	9
OG0013336	1	4	1	0	1	1	1	9
OG0013337	2	3	1	1	1	1	0	9
OG0013338	2	2	1	1	1	1	1	9
OG0013339	1	3	1	1	1	1	1	9
OG0013340	1	3	1	1	1	1	1	9
OG0013341	2	3	1	1	1	1	0	9
OG0013342	2	3	1	1	1	1	0	9
OG0013343	2	3	1	0	1	1	1	9
OG0013344	1	3	1	1	1	1	1	9
OG0013345	1	3	1	1	1	1	1	9
OG0013346	2	2	1	1	1	1	1	9
OG0013347	1	3	1	1	1	1	1	9
OG0013348	1	3	1	1	1	1	1	9
OG0013349	1	4	1	1	1	1	0	9
OG0013350	2	2	1	1	1	1	1	9
OG0013351	1	2	1	1	1	2	1	9
OG0013352	2	3	1	1	1	1	0	9
OG0013353	1	5	1	0	1	0	1	9
OG0013354	2	2	1	1	1	1	1	9
OG0013355	2	3	1	1	1	1	0	9
OG0013356	2	2	1	1	1	1	1	9
OG0013357	1	3	1	1	1	0	2	9
OG0013358	1	3	1	1	1	1	1	9
OG0013359	1	2	1	1	1	1	2	9
OG0013360	2	2	1	1	1	1	1	9
OG0013361	1	3	1	1	1	1	1	9
OG0013362	1	3	1	1	1	1	1	9
OG0013363	2	2	1	1	1	1	1	9
OG0013364	1	8	0	0	0	0	0	9
OG0013365	1	3	1	1	1	1	1	9
OG0013366	2	2	1	1	1	1	1	9
OG0013367	1	3	1	1	1	1	1	9
OG0013368	2	2	1	1	1	1	1	9
OG0013369	1	3	1	1	1	0	2	9
OG0013370	2	3	1	1	1	0	1	9
OG0013371	1	3	1	1	1	1	1	9
OG0013372	2	3	1	1	0	1	1	9
OG0013373	1	3	1	1	1	1	1	9
OG0013374	1	3	1	1	1	1	1	9
OG0013375	2	2	1	1	1	1	1	9
OG0013376	1	3	1	1	1	1	1	9
OG0013377	2	2	1	1	1	1	1	9
OG0013378	1	3	1	1	1	1	1	9
OG0013379	2	2	1	1	1	1	1	9
OG0013380	1	3	1	1	1	1	1	9
OG0013381	2	2	1	1	1	1	1	9
OG0013382	1	3	1	1	1	1	1	9
OG0013383	2	2	1	1	1	1	1	9
OG0013384	2	2	1	1	1	1	1	9
OG0013385	2	3	1	1	0	1	1	9
OG0013386	2	2	1	0	1	1	2	9
OG0013387	1	3	2	2	0	0	1	9
OG0013388	2	3	1	1	1	0	1	9
OG0013389	2	2	1	1	1	1	1	9
OG0013390	2	2	1	1	1	1	1	9
OG0013391	1	3	1	1	1	1	1	9
OG0013392	1	3	1	1	1	1	1	9
OG0013393	1	4	1	1	0	1	1	9
OG0013394	2	2	1	1	1	1	1	9
OG0013395	1	3	1	1	1	1	1	9
OG0013396	1	3	1	1	1	1	1	9
OG0013397	2	2	1	1	1	1	1	9
OG0013398	1	3	1	1	1	1	1	9
OG0013399	2	2	1	1	1	1	1	9
OG0013400	1	3	1	1	1	1	1	9
OG0013401	1	3	1	1	1	1	1	9
OG0013402	1	3	1	1	1	1	1	9
OG0013403	1	4	1	1	1	0	1	9
OG0013404	1	4	0	1	1	1	1	9
OG0013405	2	2	1	1	1	1	1	9
OG0013406	2	2	1	1	1	1	1	9
OG0013407	1	2	1	1	1	2	1	9
OG0013408	2	2	1	1	1	1	1	9
OG0013409	1	3	1	1	1	1	1	9
OG0013410	2	3	1	1	1	1	0	9
OG0013411	1	3	1	1	1	1	1	9
OG0013412	1	3	1	1	1	1	1	9
OG0013413	2	3	1	1	1	0	1	9
OG0013414	1	1	0	0	0	0	7	9
OG0013415	2	2	1	1	1	1	1	9
OG0013416	2	2	1	1	1	1	1	9
OG0013417	1	3	1	1	1	1	1	9
OG0013418	2	2	1	1	1	1	1	9
OG0013419	2	2	1	1	1	1	1	9
OG0013420	1	3	1	1	1	1	1	9
OG0013421	2	2	1	1	1	1	1	9
OG0013422	2	2	1	1	1	1	1	9
OG0013423	2	2	1	2	1	0	1	9
OG0013424	2	4	1	1	0	0	1	9
OG0013425	1	4	1	1	1	1	0	9
OG0013426	1	3	1	1	1	1	1	9
OG0013427	2	1	1	1	1	1	2	9
OG0013428	2	3	1	1	1	1	0	9
OG0013429	1	3	1	1	1	1	1	9
OG0013430	1	3	1	1	1	1	1	9
OG0013431	2	2	1	1	1	1	1	9
OG0013432	2	1	0	0	2	2	2	9
OG0013433	2	2	1	1	1	1	1	9
OG0013434	1	3	1	1	1	1	1	9
OG0013435	1	3	1	1	1	1	1	9
OG0013436	1	3	1	1	1	1	1	9
OG0013437	1	3	1	1	1	1	1	9
OG0013438	1	3	1	1	1	1	1	9
OG0013439	1	3	1	1	1	1	1	9
OG0013440	2	2	1	1	1	1	1	9
OG0013441	2	2	1	1	1	1	1	9
OG0013442	1	3	1	1	1	1	1	9
OG0013443	1	4	1	1	0	1	1	9
OG0013444	1	3	1	1	0	2	1	9
OG0013445	2	2	1	1	1	1	1	9
OG0013446	1	3	1	1	1	1	1	9
OG0013447	1	3	1	1	1	1	1	9
OG0013448	2	3	1	1	1	0	1	9
OG0013449	2	2	1	1	1	1	1	9
OG0013450	1	2	1	2	1	0	2	9
OG0013451	2	4	0	1	1	1	0	9
OG0013452	1	1	1	3	1	1	1	9
OG0013453	2	2	1	1	1	1	1	9
OG0013454	2	2	1	1	1	1	1	9
OG0013455	1	3	1	1	1	1	1	9
OG0013456	1	3	1	1	2	0	1	9
OG0013457	1	4	1	1	0	1	1	9
OG0013458	1	3	1	1	1	1	1	9
OG0013459	1	4	1	1	1	0	1	9
OG0013460	1	3	1	1	1	1	1	9
OG0013461	3	2	1	1	1	0	1	9
OG0013462	1	3	1	1	1	1	1	9
OG0013463	1	3	1	1	1	1	1	9
OG0013464	2	3	1	1	1	0	1	9
OG0013465	2	2	1	1	1	1	1	9
OG0013466	2	2	1	1	1	1	1	9
OG0013467	1	3	1	1	1	1	1	9
OG0013468	2	3	1	1	0	1	1	9
OG0013469	1	3	1	1	1	1	1	9
OG0013470	1	3	1	1	1	1	1	9
OG0013471	1	3	1	1	1	1	1	9
OG0013472	1	3	1	1	1	1	1	9
OG0013473	1	3	1	1	1	1	1	9
OG0013474	1	3	1	1	1	1	1	9
OG0013475	2	2	1	1	1	1	1	9
OG0013476	2	3	1	1	1	0	1	9
OG0013477	1	3	1	1	1	1	1	9
OG0013478	1	3	1	1	1	1	1	9
OG0013479	1	3	1	1	1	1	1	9
OG0013480	2	2	1	1	1	1	1	9
OG0013481	1	4	1	1	0	1	1	9
OG0013482	2	3	1	1	1	0	1	9
OG0013483	1	3	1	1	1	1	1	9
OG0013484	1	3	1	1	1	1	1	9
OG0013485	1	4	1	1	0	1	1	9
OG0013486	1	3	1	1	1	1	1	9
OG0013487	1	4	0	1	1	1	1	9
OG0013488	1	2	0	0	5	0	1	9
OG0013489	1	3	1	1	1	1	1	9
OG0013490	2	2	1	1	1	1	1	9
OG0013491	1	3	1	1	1	1	1	9
OG0013492	2	2	1	1	1	1	1	9
OG0013493	1	4	1	1	1	0	1	9
