Orthogroup	apple_prot	fruticosa_prot	peach_prot	subA___prot	subA_prot	subB_prot	sweet_cherry_prot	Total
OG0013494	2	2	1	1	1	1	1	9
OG0013495	1	3	1	1	1	1	1	9
OG0013496	1	3	1	1	1	1	1	9
OG0013497	1	3	1	1	1	1	1	9
OG0013498	2	2	1	1	1	1	1	9
OG0013499	2	2	1	1	1	1	1	9
OG0013500	2	2	1	1	1	1	1	9
OG0013501	1	3	1	1	1	1	1	9
OG0013502	1	3	1	1	1	1	1	9
OG0013503	1	3	1	1	1	1	1	9
OG0013504	1	3	1	1	1	1	1	9
OG0013505	2	2	1	1	1	1	1	9
OG0013506	1	2	1	1	1	1	2	9
OG0013507	2	2	1	1	1	1	1	9
OG0013508	1	1	1	1	1	2	2	9
OG0013509	2	2	1	1	1	1	1	9
OG0013510	2	2	1	1	1	1	1	9
OG0013511	2	3	1	1	1	1	0	9
OG0013512	1	3	1	1	1	1	1	9
OG0013513	1	3	1	1	1	1	1	9
OG0013514	1	3	1	1	1	1	1	9
OG0013515	1	4	1	0	1	1	1	9
OG0013516	2	2	1	1	1	1	1	9
OG0013517	1	3	1	1	1	1	1	9
OG0013518	1	3	1	1	1	1	1	9
OG0013519	2	2	1	1	1	1	1	9
OG0013520	2	2	1	1	1	1	1	9
OG0013521	2	2	1	1	1	1	1	9
OG0013522	1	3	1	1	1	1	1	9
OG0013523	2	2	1	1	1	1	1	9
OG0013524	1	3	1	1	1	1	1	9
OG0013525	2	1	1	1	1	2	1	9
OG0013526	2	3	1	1	1	0	1	9
OG0013527	2	2	1	1	1	1	1	9
OG0013528	1	3	1	1	1	1	1	9
OG0013529	2	2	1	1	1	1	1	9
OG0013530	1	3	1	1	1	1	1	9
OG0013531	2	2	1	1	1	1	1	9
OG0013532	2	3	0	1	1	1	1	9
OG0013533	1	3	1	1	1	1	1	9
OG0013534	1	3	1	1	1	1	1	9
OG0013535	1	2	1	1	1	1	2	9
OG0013536	2	2	1	1	1	1	1	9
OG0013537	2	2	1	1	1	1	1	9
OG0013538	1	3	1	1	1	1	1	9
OG0013539	1	3	1	1	1	1	1	9
OG0013540	1	3	1	1	1	1	1	9
OG0013541	1	3	1	1	1	1	1	9
OG0013542	1	3	1	1	1	1	1	9
OG0013543	1	3	1	1	1	1	1	9
OG0013544	1	3	1	1	1	1	1	9
OG0013545	1	3	1	1	1	1	1	9
OG0013546	1	3	1	1	1	1	1	9
OG0013547	1	3	1	1	1	1	1	9
OG0013548	2	3	1	0	1	1	1	9
OG0013549	1	3	1	1	1	1	1	9
OG0013550	1	3	1	1	1	1	1	9
OG0013551	1	3	1	1	1	1	1	9
OG0013552	2	2	1	1	1	1	1	9
OG0013553	2	2	1	1	1	1	1	9
OG0013554	1	3	1	1	1	1	1	9
OG0013555	2	4	1	1	0	0	1	9
OG0013556	1	3	1	1	1	1	1	9
OG0013557	1	3	1	1	1	1	1	9
OG0013558	1	3	1	1	1	1	1	9
OG0013559	1	3	1	1	1	1	1	9
OG0013560	2	2	1	1	1	1	1	9
OG0013561	1	3	1	1	1	1	1	9
OG0013562	1	3	1	1	1	1	1	9
OG0013563	1	3	1	1	1	1	1	9
OG0013564	1	3	1	2	1	0	1	9
OG0013565	2	2	1	1	1	1	1	9
OG0013566	1	2	2	1	1	1	1	9
OG0013567	1	3	1	1	1	1	1	9
OG0013568	1	3	1	1	1	1	1	9
OG0013569	2	3	1	1	0	1	1	9
OG0013570	1	3	1	1	1	1	1	9
OG0013571	1	4	1	1	1	0	1	9
OG0013572	1	3	1	1	1	1	1	9
OG0013573	1	3	1	1	1	1	1	9
OG0013574	1	3	1	1	1	1	1	9
OG0013575	1	3	1	1	1	1	1	9
OG0013576	1	3	1	1	1	1	1	9
OG0013577	1	3	1	1	1	1	1	9
OG0013578	2	2	1	1	1	1	1	9
OG0013579	2	2	1	1	1	1	1	9
OG0013580	1	3	1	1	1	1	1	9
OG0013581	1	3	1	1	1	1	1	9
OG0013582	1	3	1	1	1	1	1	9
OG0013583	1	4	1	0	1	1	1	9
OG0013584	1	3	1	1	1	1	1	9
OG0013585	1	3	1	1	1	1	1	9
OG0013586	1	3	1	1	1	1	1	9
OG0013587	1	3	1	1	1	1	1	9
OG0013588	1	3	1	1	1	1	1	9
OG0013589	1	3	1	1	1	1	1	9
OG0013590	2	2	1	1	1	0	2	9
OG0013591	2	2	1	1	1	1	1	9
OG0013592	2	2	1	1	1	1	1	9
OG0013593	1	4	1	1	1	1	0	9
OG0013594	1	3	1	1	1	1	1	9
OG0013595	1	3	1	0	1	1	2	9
OG0013596	2	3	1	1	1	0	1	9
OG0013597	1	3	1	1	1	1	1	9
OG0013598	2	2	1	1	1	1	1	9
OG0013599	1	3	1	1	1	1	1	9
OG0013600	2	2	1	1	1	1	1	9
OG0013601	1	2	1	1	1	2	1	9
OG0013602	2	2	1	1	1	1	1	9
OG0013603	1	4	1	1	1	1	0	9
OG0013604	1	3	1	1	1	1	1	9
OG0013605	1	3	1	1	1	1	1	9
OG0013606	1	3	1	1	1	1	1	9
OG0013607	1	4	1	1	1	1	0	9
OG0013608	1	3	1	1	1	1	1	9
OG0013609	2	2	1	1	1	1	1	9
OG0013610	1	2	1	1	1	1	2	9
OG0013611	1	3	1	1	1	1	1	9
OG0013612	1	3	1	1	1	1	1	9
OG0013613	2	2	1	1	1	1	1	9
OG0013614	2	2	1	1	1	1	1	9
OG0013615	2	3	1	1	0	1	1	9
OG0013616	1	3	2	1	1	0	1	9
OG0013617	1	3	1	1	1	1	1	9
OG0013618	2	2	1	1	1	1	1	9
OG0013619	1	3	1	1	1	1	1	9
OG0013620	2	2	1	1	1	1	1	9
OG0013621	1	3	1	1	1	1	1	9
OG0013622	1	3	1	2	0	1	1	9
OG0013623	1	3	1	1	1	1	1	9
OG0013624	1	3	1	1	1	1	1	9
OG0013625	1	3	1	1	1	1	1	9
OG0013626	2	2	1	1	1	1	1	9
OG0013627	1	3	1	1	1	1	1	9
OG0013628	1	3	1	1	1	1	1	9
OG0013629	2	2	1	1	1	1	1	9
OG0013630	1	2	1	1	2	1	1	9
OG0013631	1	3	1	1	1	1	1	9
OG0013632	1	3	1	1	1	1	1	9
OG0013633	1	3	1	1	1	1	1	9
OG0013634	2	2	1	1	1	1	1	9
OG0013635	1	4	1	1	1	1	0	9
OG0013636	1	3	1	1	1	1	1	9
OG0013637	1	3	1	1	1	1	1	9
OG0013638	2	3	1	1	1	1	0	9
OG0013639	2	2	1	1	1	1	1	9
OG0013640	1	2	1	1	2	1	1	9
OG0013641	2	2	1	1	1	1	1	9
OG0013642	1	3	1	1	1	1	1	9
OG0013643	2	3	1	1	1	0	1	9
OG0013644	1	3	1	1	1	1	1	9
OG0013645	2	3	1	1	1	0	1	9
OG0013646	1	3	1	1	1	1	1	9
OG0013647	2	3	1	1	1	1	0	9
OG0013648	2	2	1	1	1	1	1	9
OG0013649	2	2	1	1	1	1	1	9
OG0013650	2	3	1	1	0	1	1	9
OG0013651	1	3	1	1	1	1	1	9
OG0013652	1	3	1	1	1	1	1	9
OG0013653	2	1	1	1	1	1	2	9
OG0013654	2	2	1	1	1	1	1	9
OG0013655	1	3	1	1	1	1	1	9
OG0013656	2	2	1	1	1	1	1	9
OG0013657	1	3	1	1	1	1	1	9
OG0013658	2	2	1	1	1	1	1	9
OG0013659	2	2	1	1	1	1	1	9
OG0013660	1	3	1	1	1	0	2	9
OG0013661	1	3	1	1	1	1	1	9
OG0013662	1	3	1	1	1	1	1	9
OG0013663	2	2	1	1	1	1	1	9
OG0013664	1	3	1	1	1	1	1	9
OG0013665	1	3	1	1	1	1	1	9
OG0013666	1	3	1	1	1	1	1	9
OG0013667	2	3	1	1	0	1	1	9
OG0013668	2	2	1	1	1	1	1	9
OG0013669	1	3	1	1	1	1	1	9
OG0013670	2	2	1	1	1	1	1	9
OG0013671	1	3	1	1	1	1	1	9
OG0013672	2	3	1	1	1	1	0	9
OG0013673	1	2	1	2	1	0	2	9
OG0013674	2	2	1	1	1	1	1	9
OG0013675	1	3	1	1	1	1	1	9
OG0013676	1	3	1	1	1	1	1	9
OG0013677	1	3	1	1	1	1	1	9
OG0013678	1	2	1	1	1	1	2	9
OG0013679	1	3	1	1	1	1	1	9
OG0013680	1	3	1	1	1	1	1	9
OG0013681	1	2	1	1	1	1	2	9
OG0013682	1	3	1	1	1	1	1	9
OG0013683	1	2	2	1	1	1	1	9
OG0013684	1	3	1	1	1	1	1	9
OG0013685	1	3	1	1	1	1	1	9
OG0013686	1	3	1	1	1	1	1	9
OG0013687	1	3	1	1	1	1	1	9
OG0013688	2	1	2	1	1	1	1	9
OG0013689	2	2	1	1	1	1	1	9
OG0013690	1	3	1	1	1	1	1	9
OG0013691	1	3	1	1	1	1	1	9
OG0013692	2	2	1	1	1	1	1	9
OG0013693	2	2	1	1	1	1	1	9
OG0013694	1	4	1	1	1	1	0	9
OG0013695	1	3	1	1	1	1	1	9
OG0013696	1	3	1	1	1	1	1	9
OG0013697	2	2	1	1	1	1	1	9
OG0013698	2	4	1	0	1	0	1	9
OG0013699	1	3	1	1	1	1	1	9
OG0013700	1	3	1	1	1	1	1	9
OG0013701	1	3	1	1	1	1	1	9
OG0013702	1	3	1	1	1	1	1	9
OG0013703	2	2	1	1	1	1	1	9
OG0013704	1	4	1	1	1	1	0	9
OG0013705	2	4	1	1	0	0	1	9
OG0013706	1	4	1	1	1	0	1	9
OG0013707	1	3	1	1	1	1	1	9
OG0013708	1	3	1	1	1	1	1	9
OG0013709	1	3	1	1	1	1	1	9
OG0013710	1	4	1	1	0	1	1	9
OG0013711	1	3	1	1	1	1	1	9
OG0013712	1	3	1	1	1	1	1	9
OG0013713	1	3	1	1	1	1	1	9
OG0013714	2	2	1	1	1	1	1	9
OG0013715	1	3	1	1	1	1	1	9
OG0013716	2	2	1	1	1	1	1	9
OG0013717	1	3	1	1	1	1	1	9
OG0013718	2	2	1	1	1	1	1	9
OG0013719	2	2	1	1	1	1	1	9
OG0013720	2	2	1	1	1	1	1	9
OG0013721	1	3	1	1	1	1	1	9
OG0013722	1	1	2	1	1	1	2	9
OG0013723	2	2	1	1	1	1	1	9
OG0013724	1	3	1	1	1	1	1	9
OG0013725	2	4	2	1	0	0	0	9
OG0013726	1	4	1	1	1	1	0	9
OG0013727	1	3	1	1	1	1	1	9
OG0013728	1	3	1	1	1	1	1	9
OG0013729	1	3	0	2	1	2	0	9
OG0013730	1	2	1	1	1	1	2	9
OG0013731	1	2	2	1	1	1	1	9
OG0013732	1	4	1	1	0	1	1	9
OG0013733	1	3	1	1	0	1	2	9
OG0013734	2	2	1	1	1	1	1	9
OG0013735	2	2	1	1	1	1	1	9
OG0013736	2	2	1	1	1	1	1	9
OG0013737	1	3	1	1	1	1	1	9
OG0013738	2	2	1	1	1	1	1	9
OG0013739	2	3	1	1	1	1	0	9
OG0013740	1	4	1	0	1	1	1	9
OG0013741	1	3	1	1	1	1	1	9
OG0013742	1	3	1	1	1	1	1	9
OG0013743	1	2	1	1	1	1	2	9
OG0013744	1	4	1	1	1	0	1	9
OG0013745	2	2	1	1	1	1	1	9
OG0013746	1	4	1	0	1	1	1	9
OG0013747	2	2	1	1	1	1	1	9
OG0013748	1	3	1	1	1	1	1	9
OG0013749	1	4	1	1	1	1	0	9
OG0013750	1	0	0	0	3	2	3	9
OG0013751	1	4	1	1	1	1	0	9
OG0013752	2	2	1	1	1	1	1	9
OG0013753	1	3	1	1	1	1	1	9
OG0013754	1	3	1	1	1	1	1	9
OG0013755	1	3	1	1	1	1	1	9
OG0013756	1	4	1	0	1	1	1	9
OG0013757	1	2	1	1	1	1	2	9
OG0013758	2	2	1	1	1	1	1	9
OG0013759	2	1	1	1	1	1	2	9
OG0013760	2	3	1	0	1	1	1	9
OG0013761	1	4	0	1	1	1	1	9
OG0013762	2	2	1	1	1	1	1	9
OG0013763	2	2	1	1	1	1	1	9
OG0013764	1	2	0	1	2	2	1	9
OG0013765	1	2	2	1	1	1	1	9
OG0013766	2	2	1	1	1	1	1	9
OG0013767	1	4	1	1	1	0	1	9
OG0013768	1	4	1	1	0	1	1	9
OG0013769	1	3	1	1	1	1	1	9
OG0013770	1	3	1	1	1	1	1	9
OG0013771	1	3	1	1	1	1	1	9
OG0013772	1	3	1	1	1	1	1	9
OG0013773	1	3	1	1	1	1	1	9
OG0013774	1	3	1	1	1	1	1	9
OG0013775	1	0	4	0	0	0	4	9
OG0013776	1	4	1	1	0	1	1	9
OG0013777	1	3	1	1	1	1	1	9
OG0013778	1	3	1	1	1	1	1	9
OG0013779	1	3	1	1	1	1	1	9
OG0013780	1	4	1	0	1	1	1	9
OG0013781	1	3	1	1	1	1	1	9
OG0013782	1	4	1	1	1	1	0	9
OG0013783	2	3	1	1	1	0	1	9
OG0013784	1	3	1	1	1	1	1	9
OG0013785	2	3	1	1	1	1	0	9
OG0013786	1	4	1	1	1	1	0	9
OG0013787	1	3	1	1	1	1	1	9
OG0013788	2	2	1	1	1	1	1	9
OG0013789	2	2	1	1	1	1	1	9
OG0013790	2	3	1	1	0	1	1	9
OG0013791	1	4	1	1	1	1	0	9
OG0013792	1	3	1	1	1	1	1	9
OG0013793	1	3	1	1	1	1	1	9
OG0013794	1	4	1	1	0	1	1	9
OG0013795	1	2	1	1	1	1	2	9
OG0013796	1	3	1	1	1	1	1	9
OG0013797	1	3	1	1	1	1	1	9
OG0013798	1	3	1	1	1	1	1	9
OG0013799	2	2	1	1	1	1	1	9
OG0013800	1	2	1	1	1	1	2	9
OG0013801	1	4	1	1	1	0	1	9
OG0013802	2	2	1	1	1	1	1	9
OG0013803	1	3	1	1	1	1	1	9
OG0013804	1	4	1	1	1	1	0	9
OG0013805	1	3	1	1	1	1	1	9
OG0013806	1	3	1	1	1	1	1	9
OG0013807	1	3	1	1	1	0	2	9
OG0013808	2	2	1	1	1	1	1	9
OG0013809	1	3	1	1	1	1	1	9
OG0013810	1	2	1	1	2	1	1	9
OG0013811	1	2	1	1	1	2	1	9
OG0013812	1	4	1	0	1	1	1	9
OG0013813	1	3	1	1	1	1	1	9
OG0013814	1	3	1	1	1	1	1	9
OG0013815	1	3	1	1	1	1	1	9
OG0013816	1	3	1	1	1	1	1	9
OG0013817	2	2	1	1	1	1	1	9
OG0013818	1	4	1	1	0	1	1	9
OG0013819	1	3	1	1	1	1	1	9
OG0013820	1	3	1	1	1	1	1	9
OG0013821	1	3	1	1	1	1	1	9
OG0013822	2	2	1	1	1	1	1	9
OG0013823	2	2	1	1	1	1	1	9
OG0013824	1	3	1	1	1	1	1	9
OG0013825	1	3	1	1	1	1	1	9
OG0013826	1	3	1	1	1	1	1	9
OG0013827	1	3	1	1	1	1	1	9
OG0013828	1	3	1	1	1	1	1	9
OG0013829	1	3	1	1	1	1	1	9
OG0013830	2	2	1	1	1	1	1	9
OG0013831	1	3	1	1	1	1	1	9
OG0013832	1	3	1	1	1	1	1	9
OG0013833	1	3	1	1	1	1	1	9
OG0013834	1	3	1	1	1	1	1	9
OG0013835	1	4	1	1	1	0	1	9
OG0013836	2	2	1	1	1	1	1	9
OG0013837	1	3	1	1	1	1	1	9
OG0013838	1	3	1	1	1	1	1	9
OG0013839	1	4	1	1	1	0	1	9
OG0013840	1	2	1	1	1	2	1	9
OG0013841	1	3	1	1	1	1	1	9
OG0013842	1	3	1	1	1	1	1	9
OG0013843	1	4	1	1	1	0	1	9
OG0013844	1	3	1	1	1	1	1	9
OG0013845	1	3	1	1	1	1	1	9
OG0013846	1	3	1	1	1	1	1	9
OG0013847	1	3	1	1	1	1	1	9
OG0013848	1	3	1	1	1	1	1	9
OG0013849	1	3	1	1	1	1	1	9
OG0013850	2	2	1	1	1	1	1	9
OG0013851	1	3	1	1	1	1	1	9
OG0013852	1	3	1	1	1	1	1	9
OG0013853	1	3	2	1	1	0	1	9
OG0013854	1	3	1	1	1	1	1	9
OG0013855	1	4	0	1	1	1	1	9
OG0013856	1	3	1	1	1	1	1	9
OG0013857	1	3	1	1	1	1	1	9
OG0013858	1	3	1	1	1	1	1	9
OG0013859	2	2	1	1	1	1	1	9
OG0013860	2	1	3	1	1	1	0	9
OG0013861	1	4	1	1	1	1	0	9
OG0013862	1	2	1	1	1	2	1	9
OG0013863	1	3	1	1	1	1	1	9
OG0013864	1	3	1	1	1	1	1	9
OG0013865	2	2	1	1	1	1	1	9
OG0013866	1	3	1	1	1	1	1	9
OG0013867	1	2	1	1	1	1	2	9
OG0013868	1	3	1	1	1	1	1	9
OG0013869	1	3	1	1	1	1	1	9
OG0013870	1	3	1	1	1	1	1	9
OG0013871	1	3	1	1	1	1	1	9
OG0013872	1	3	1	1	1	1	1	9
OG0013873	1	3	1	1	1	2	0	9
OG0013874	1	3	3	0	1	0	1	9
OG0013875	1	4	1	1	1	1	0	9
OG0013876	1	3	1	1	1	1	1	9
OG0013877	1	2	2	1	1	1	1	9
OG0013878	1	4	1	1	0	1	1	9
OG0013879	1	3	1	1	1	1	1	9
OG0013880	1	4	1	0	1	1	1	9
OG0013881	1	3	1	1	1	1	1	9
OG0013882	1	3	1	1	1	1	1	9
OG0013883	1	2	1	1	1	1	2	9
OG0013884	1	3	1	1	1	1	1	9
OG0013885	1	3	1	1	1	1	1	9
OG0013886	1	2	1	1	2	1	1	9
OG0013887	1	3	1	1	1	1	1	9
OG0013888	1	3	1	1	1	1	1	9
OG0013889	1	3	1	1	1	1	1	9
OG0013890	2	1	1	1	2	1	1	9
OG0013891	1	3	1	1	1	1	1	9
OG0013892	1	2	1	1	1	1	2	9
OG0013893	1	3	1	1	1	1	1	9
OG0013894	1	3	1	1	1	1	1	9
OG0013895	1	3	1	1	1	1	1	9
OG0013896	1	3	1	1	1	1	1	9
OG0013897	1	3	1	1	1	1	1	9
OG0013898	1	3	1	1	1	1	1	9
OG0013899	1	2	1	1	2	1	1	9
OG0013900	1	3	1	1	1	1	1	9
OG0013901	1	3	1	1	1	1	1	9
OG0013902	1	4	1	1	1	0	1	9
OG0013903	1	4	1	1	0	1	1	9
OG0013904	1	3	1	1	1	1	1	9
OG0013905	1	3	1	1	1	1	1	9
OG0013906	1	3	1	1	1	1	1	9
OG0013907	1	3	1	1	1	1	1	9
OG0013908	1	3	1	1	1	1	1	9
OG0013909	1	3	1	1	1	1	1	9
OG0013910	1	4	1	1	1	0	1	9
OG0013911	1	3	1	1	1	1	1	9
OG0013912	2	2	1	1	1	1	1	9
OG0013913	1	4	1	1	1	1	0	9
OG0013914	2	2	1	1	1	1	1	9
OG0013915	1	4	1	1	0	1	1	9
OG0013916	1	3	1	1	1	1	1	9
OG0013917	1	3	1	1	1	1	1	9
OG0013918	1	3	1	1	1	1	1	9
OG0013919	1	3	1	1	1	1	1	9
OG0013920	1	3	1	1	1	1	1	9
OG0013921	1	3	1	1	1	1	1	9
OG0013922	0	8	0	0	0	0	1	9
OG0013923	0	8	0	1	0	0	0	9
OG0013924	0	4	1	1	1	1	1	9
OG0013925	0	4	1	1	1	1	1	9
OG0013926	0	9	0	0	0	0	0	9
OG0013927	0	4	1	1	1	1	1	9
OG0013928	0	9	0	0	0	0	0	9
OG0013929	0	4	1	1	1	1	1	9
OG0013930	0	4	1	1	1	1	1	9
OG0013931	0	4	1	1	1	1	1	9
OG0013932	0	4	1	1	1	1	1	9
OG0013933	0	9	0	0	0	0	0	9
OG0013934	0	5	0	0	2	1	1	9
OG0013935	0	3	1	0	1	0	4	9
OG0013936	0	4	1	0	1	1	2	9
OG0013937	0	5	1	0	1	1	1	9
OG0013938	0	5	0	1	1	1	1	9
OG0013939	0	4	0	0	1	1	3	9
OG0013940	0	3	1	1	1	1	2	9
OG0013941	0	3	2	0	2	2	0	9
OG0013942	0	4	1	1	1	2	0	9
OG0013943	0	4	1	1	1	1	1	9
OG0013944	0	4	1	1	0	2	1	9
OG0013945	0	5	0	1	1	1	1	9
OG0013946	0	4	1	1	0	1	2	9
OG0013947	0	4	1	1	0	1	2	9
OG0013948	0	3	1	1	1	1	2	9
OG0013949	0	4	1	1	1	1	1	9
OG0013950	0	3	2	1	1	1	1	9
OG0013951	0	2	2	1	1	1	2	9
OG0013952	0	6	0	1	1	0	1	9
OG0013953	0	4	1	1	1	1	1	9
OG0013954	0	4	1	1	1	1	1	9
OG0013955	0	4	1	1	1	1	1	9
OG0013956	0	7	1	0	0	0	1	9
OG0013957	0	9	0	0	0	0	0	9
OG0013958	0	4	1	1	1	1	1	9
OG0013959	0	3	1	2	0	1	2	9
OG0013960	0	5	0	1	0	0	3	9
OG0013961	0	6	2	0	0	0	1	9
OG0013962	0	3	0	0	1	2	3	9
OG0013963	0	3	3	1	1	1	0	9
OG0013964	0	4	0	0	2	2	1	9
OG0013965	0	3	0	1	2	1	2	9
OG0013966	0	4	1	1	1	1	1	9
OG0013967	0	4	1	1	1	1	1	9
OG0013968	0	9	0	0	0	0	0	9
OG0013969	0	4	1	1	1	1	1	9
OG0013970	0	6	1	0	0	0	2	9
OG0013971	0	4	1	1	1	1	1	9
OG0013972	0	3	1	2	1	1	1	9
OG0013973	0	4	1	1	1	1	1	9
OG0013974	0	5	0	1	1	1	1	9
OG0013975	0	4	1	1	1	1	1	9
OG0013976	0	4	1	1	1	1	1	9
OG0013977	0	8	0	0	1	0	0	9
OG0013978	0	4	1	1	1	1	1	9
OG0013979	0	5	1	1	0	1	1	9
OG0013980	0	1	0	0	6	1	1	9
OG0013981	0	6	1	0	1	0	1	9
OG0013982	0	4	0	0	1	2	2	9
OG0013983	0	6	0	1	0	1	1	9
OG0013984	0	8	1	0	0	0	0	9
OG0013985	0	4	1	1	1	1	1	9
OG0013986	0	3	2	1	1	1	1	9
OG0013987	0	4	1	1	1	1	1	9
OG0013988	0	4	1	1	1	1	1	9
OG0013989	0	4	1	1	1	1	1	9
OG0013990	0	4	0	1	0	3	1	9
OG0013991	0	4	1	1	1	1	1	9
OG0013992	0	4	1	1	1	1	1	9
OG0013993	0	4	0	0	0	1	4	9
OG0013994	0	9	0	0	0	0	0	9
OG0013995	0	4	1	1	0	1	2	9
OG0013996	0	3	0	2	1	1	2	9
OG0013997	0	4	1	1	1	1	1	9
OG0013998	0	4	1	1	1	1	1	9
OG0013999	0	9	0	0	0	0	0	9
OG0014000	0	4	1	1	1	1	1	9
OG0014001	0	5	0	1	1	1	1	9
OG0014002	0	2	1	1	1	2	2	9
OG0014003	0	9	0	0	0	0	0	9
OG0014004	0	4	1	0	0	1	3	9
OG0014005	0	4	1	1	1	1	1	9
OG0014006	0	6	2	0	0	0	1	9
OG0014007	0	4	1	1	1	1	1	9
OG0014008	0	7	0	0	1	1	0	9
OG0014009	0	4	1	1	1	1	1	9
OG0014010	0	4	1	1	1	1	1	9
OG0014011	0	5	0	1	0	1	2	9
OG0014012	0	5	1	1	1	1	0	9
OG0014013	0	4	1	1	1	1	1	9
OG0014014	0	3	0	2	2	2	0	9
OG0014015	0	4	1	1	1	1	1	9
OG0014016	0	4	1	1	1	1	1	9
OG0014017	0	4	1	1	1	1	1	9
OG0014018	0	4	1	1	1	1	1	9
OG0014019	0	4	1	1	1	1	1	9
OG0014020	0	4	1	1	1	1	1	9
OG0014021	0	4	1	1	1	1	1	9
OG0014022	0	6	0	2	1	0	0	9
OG0014023	0	4	1	0	0	2	2	9
OG0014024	0	3	2	1	1	1	1	9
OG0014025	0	4	1	1	1	1	1	9
OG0014026	0	4	1	1	1	1	1	9
OG0014027	0	4	1	1	1	1	1	9
OG0014028	0	4	1	1	1	1	1	9
OG0014029	0	3	1	1	1	1	2	9
OG0014030	0	5	1	0	1	1	1	9
OG0014031	0	4	1	1	1	1	1	9
OG0014032	0	3	0	1	0	2	3	9
OG0014033	0	8	0	0	1	0	0	9
OG0014034	0	9	0	0	0	0	0	9
OG0014035	0	4	1	1	1	1	1	9
OG0014036	0	4	1	1	1	0	2	9
OG0014037	0	9	0	0	0	0	0	9
OG0014038	0	8	0	0	1	0	0	9
OG0014039	0	4	1	1	1	1	1	9
OG0014040	0	4	1	1	1	1	1	9
OG0014041	0	4	1	1	1	1	1	9
OG0014042	0	5	0	1	2	1	0	9
OG0014043	0	4	1	1	1	1	1	9
OG0014044	0	4	1	1	1	1	1	9
OG0014045	0	4	1	1	1	1	1	9
OG0014046	0	8	0	0	0	0	1	9
OG0014047	0	4	1	1	1	1	1	9
OG0014048	0	4	1	1	1	1	1	9
OG0014049	0	5	1	1	1	0	1	9
OG0014050	0	4	0	1	3	1	0	9
OG0014051	0	6	0	0	1	0	2	9
OG0014052	0	7	0	0	1	1	0	9
OG0014053	0	8	0	1	0	0	0	9
OG0014054	0	9	0	0	0	0	0	9
OG0014055	0	6	1	1	1	0	0	9
OG0014056	0	4	1	1	1	1	1	9
OG0014057	0	4	0	2	1	1	1	9
OG0014058	0	3	1	1	1	0	3	9
OG0014059	0	4	1	1	1	1	1	9
OG0014060	0	9	0	0	0	0	0	9
OG0014061	0	8	0	0	0	0	1	9
OG0014062	0	3	1	1	2	1	1	9
OG0014063	0	4	1	1	1	1	1	9
OG0014064	0	5	1	1	1	1	0	9
OG0014065	0	4	0	1	1	2	1	9
OG0014066	0	4	1	1	1	1	1	9
OG0014067	0	9	0	0	0	0	0	9
OG0014068	0	4	1	0	1	2	1	9
OG0014069	0	5	0	0	0	1	3	9
OG0014070	0	1	1	1	2	3	1	9
OG0014071	0	4	1	1	1	1	1	9
OG0014072	0	4	1	1	1	2	0	9
OG0014073	0	4	1	1	1	1	1	9
OG0014074	0	5	2	0	0	0	2	9
OG0014075	0	4	0	1	3	0	1	9
OG0014076	0	4	1	1	1	1	1	9
OG0014077	0	4	1	1	1	1	1	9
OG0014078	0	5	0	0	1	0	3	9
OG0014079	0	2	0	5	2	0	0	9
OG0014080	0	4	1	1	1	1	1	9
OG0014081	0	4	1	1	1	1	1	9
OG0014082	0	4	1	1	1	1	1	9
OG0014083	0	5	1	1	1	1	0	9
OG0014084	0	2	4	1	0	1	1	9
OG0014085	0	3	1	1	1	1	2	9
OG0014086	0	8	0	0	0	0	1	9
OG0014087	0	6	2	0	0	0	1	9
OG0014088	0	1	1	3	1	1	2	9
OG0014089	0	4	1	1	1	1	1	9
OG0014090	0	5	0	1	0	3	0	9
OG0014091	0	4	1	1	1	1	1	9
OG0014092	0	4	1	1	1	1	1	9
OG0014093	0	4	1	1	1	1	1	9
OG0014094	0	6	0	0	1	0	2	9
OG0014095	0	4	1	1	1	1	1	9
OG0014096	0	5	1	1	1	1	0	9
OG0014097	0	3	2	1	1	1	1	9
OG0014098	0	4	1	1	1	1	1	9
OG0014099	0	3	1	1	2	1	1	9
OG0014100	0	4	1	1	1	1	1	9
OG0014101	0	4	1	1	1	1	1	9
OG0014102	0	4	1	1	1	1	1	9
OG0014103	0	3	2	1	1	1	1	9
OG0014104	0	4	1	1	1	1	1	9
OG0014105	0	4	1	1	1	1	1	9
OG0014106	0	9	0	0	0	0	0	9
OG0014107	0	3	1	2	1	1	1	9
OG0014108	0	4	1	1	1	1	1	9
OG0014109	0	4	1	1	1	1	1	9
OG0014110	0	3	1	1	1	1	2	9
OG0014111	0	7	0	0	0	1	1	9
OG0014112	0	4	1	1	1	1	1	9
OG0014113	0	9	0	0	0	0	0	9
OG0014114	0	6	0	1	0	1	1	9
OG0014115	0	4	1	1	1	1	1	9
OG0014116	0	4	1	1	1	1	1	9
OG0014117	0	5	1	1	1	1	0	9
OG0014118	0	5	1	1	1	0	1	9
OG0014119	0	3	1	1	1	1	2	9
OG0014120	0	4	1	1	1	1	1	9
OG0014121	0	3	2	1	1	1	1	9
OG0014122	0	5	1	1	1	1	0	9
OG0014123	0	4	1	1	1	1	1	9
OG0014124	0	5	0	0	1	2	1	9
OG0014125	0	3	1	1	1	1	2	9
OG0014126	0	4	1	1	1	1	1	9
